sample_id,parent_id,copy_number_for_parent,length,folded_residue_count,disordered_residue_count,mutation_count,mutation_fraction,parent_identity,idr_unchanged,mutated_positions_1based,sequence_sha256
pos_train_seq528_hmm_aug002,pos_train_seq528,2,266,33,233,1,0.0037593984962406013,0.9962406015037594,1,114,bc746e99d47f3d28cc167641b0999f0d041ed116b3dc647791365dab86e4bf48
pos_train_seq531_hmm_aug002,pos_train_seq531,2,478,437,41,22,0.04602510460251046,0.9539748953974896,1,"11,33,101,116,121,146,165,180,191,195,213,285,302,365,370,397,401,418,427,443,447,457",7a82dfba125cd3766461540cabcb3975572a11221199cf75d768a850d9efa881
pos_train_seq532_hmm_aug002,pos_train_seq532,2,327,71,256,5,0.01529051987767584,0.9847094801223242,1,"225,229,236,241,321",e699b199c1d4073ea12ed0982875e536f8215e0f6510b11e97774e0173725a9c
pos_train_seq533_hmm_aug002,pos_train_seq533,2,392,117,275,6,0.015306122448979591,0.9846938775510204,1,"277,298,303,337,365,367",d7e3d6d4b8c83768979a1f0fd4c6e5f26f4970ef7b5f91a9cb608bb5185607db
pos_train_seq534_hmm_aug002,pos_train_seq534,2,440,152,288,16,0.03636363636363636,0.9636363636363636,1,"171,175,181,329,331,337,349,353,363,374,375,381,406,414,419,440",e227a7ee4c8f63d628fc29ad91196bb38952aeee8fb3d1e60e2240e25621e30e
pos_train_seq536_hmm_aug002,pos_train_seq536,2,377,318,59,17,0.04509283819628647,0.9549071618037135,1,"15,27,38,46,150,177,195,201,213,223,231,293,310,337,345,354,377",642430440c2add3debe530f36cbe33ed7c90b3b77d6d69d70f1253b0eac870ab
pos_train_seq538_hmm_aug002,pos_train_seq538,2,333,48,285,1,0.003003003003003003,0.996996996996997,1,277,a01afa02f42242d4cc86dc6f64c46295dd9e16cf8be530f6cb67aeb561a59e45
pos_train_seq540_hmm_aug002,pos_train_seq540,2,140,1,139,1,0.007142857142857143,0.9928571428571429,1,140,54024ea4d55f567cd483d695d0b4e5aeb959ad702ee4e141d005a01dd232aec5
pos_train_seq541_hmm_aug002,pos_train_seq541,2,156,78,78,3,0.019230769230769232,0.9807692307692307,1,"94,141,143",7a815a2b76bfa44d3e65a1a61e8e2e23087a71b702a622badcb5dbd1f45ba8a7
pos_train_seq543_hmm_aug002,pos_train_seq543,2,294,134,160,6,0.02040816326530612,0.9795918367346939,1,"19,24,51,103,109,282",9f6972ec44c2e72aafbb924541b2fc0355eb7a5f501c5891f8b4af0de3270fb3
pos_train_seq544_hmm_aug002,pos_train_seq544,2,398,163,235,4,0.010050251256281407,0.9899497487437185,1,"55,64,298,311",447cbf777d309a37f76975c0f70a290e4402907be259ea9564ca9db73487f060
pos_train_seq545_hmm_aug002,pos_train_seq545,2,359,348,11,16,0.04456824512534819,0.9554317548746518,1,"18,27,65,69,132,138,160,161,170,198,231,257,278,287,311,359",9b342427a7ad97f34d84b1b4e3edb50840a529dad4a717812f95f6da6279a506
pos_train_seq548_hmm_aug002,pos_train_seq548,2,108,76,32,1,0.009259259259259259,0.9907407407407407,1,30,9e62fa85f193caab43b5bae7f30090e6d6ac0ffdc217a4d0797c50543bfd90e5
pos_train_seq549_hmm_aug002,pos_train_seq549,2,331,7,324,1,0.0030211480362537764,0.9969788519637462,1,281,c90d4b777eec6e72339daeedcda50701a18a7e1d2e543f2e5d945abae59bb3d0
pos_train_seq550_hmm_aug002,pos_train_seq550,2,439,74,365,1,0.002277904328018223,0.9977220956719818,1,99,8c0b0d4d1e76fdf6bf7e9d1ccea668cd58628920f8652b422ab7771af9c87bb8
pos_train_seq551_hmm_aug002,pos_train_seq551,2,185,135,50,7,0.03783783783783784,0.9621621621621621,1,"58,61,94,104,119,134,147",a1cf0b7d54b95059c717c89f2fa7e411ac62a88e123639705176970209e3cb89
pos_train_seq552_hmm_aug002,pos_train_seq552,2,103,31,72,3,0.02912621359223301,0.970873786407767,1,"28,41,53",0a1a5c034ca9612c3617948eac00a3a2465f4330ab4e6cb09d995756d3627dae
pos_train_seq555_hmm_aug002,pos_train_seq555,2,111,38,73,2,0.018018018018018018,0.9819819819819819,1,"88,108",178dda4d61e8fa62e8d54a9a37d375134be2ad075d0870175a7a15279428afd8
pos_train_seq556_hmm_aug002,pos_train_seq556,2,181,121,60,6,0.03314917127071823,0.9668508287292817,1,"45,46,59,98,111,140",9db67fd67b0b74a6bbb2461fe5f3bc10af77802a813940924149947bad988b4b
pos_train_seq557_hmm_aug002,pos_train_seq557,2,450,415,35,17,0.03777777777777778,0.9622222222222222,1,"3,30,58,65,86,117,156,163,193,205,210,231,256,321,357,372,410",a59ccd1000d95e1404324b4959f6d9177a0b760972969514430791397d10a191
pos_train_seq558_hmm_aug002,pos_train_seq558,2,356,106,250,8,0.02247191011235955,0.9775280898876404,1,"28,39,40,44,65,74,106,110",e4c80c5e336f2be806023e9ebb83247cd48aa1f0b537d36dbba5589b8c85fcfc
pos_train_seq559_hmm_aug002,pos_train_seq559,2,303,255,48,15,0.04950495049504951,0.9504950495049505,1,"56,65,80,82,85,90,158,177,186,211,232,252,255,283,289",f6a485693e0b68b1ebd921cacce6a94515e6c180dfcbae6ba08c0d95363edad6
pos_train_seq560_hmm_aug002,pos_train_seq560,2,221,72,149,7,0.03167420814479638,0.9683257918552036,1,"15,22,23,45,68,70,81",65f18717bc3516d13d4ce48cc367d6a2ebd9a59b153263fb2920a7d3e3000126
pos_train_seq561_hmm_aug002,pos_train_seq561,2,280,141,139,10,0.03571428571428571,0.9642857142857143,1,"51,64,95,106,230,236,244,272,275,276",10563a7cd78b8951b57124c60f1021256a13869d66c95a36a1f3fa8bb6e78e38
pos_train_seq564_hmm_aug002,pos_train_seq564,2,338,63,275,4,0.011834319526627219,0.9881656804733728,1,"124,128,138,183",269dca49288e423f12ac5b244c166ec00559c21093c0dfbe95fbb53cb8ae4867
pos_train_seq566_hmm_aug002,pos_train_seq566,2,313,195,118,15,0.04792332268370607,0.952076677316294,1,"73,89,101,111,115,126,144,157,161,162,165,167,189,193,195",cf0c5391951de34e652478ccc6c4ca1b2ebdb925a14a600ebd6410b4df3b768d
pos_train_seq567_hmm_aug002,pos_train_seq567,2,478,87,391,5,0.010460251046025104,0.9895397489539749,1,"25,45,68,80,93",708940eaa11b3ca95b06756d44c200def25b198af902d1ff9533018b2f5889f5
pos_train_seq568_hmm_aug002,pos_train_seq568,2,390,47,343,1,0.002564102564102564,0.9974358974358974,1,137,3987df178f4b51fd75a8bb37e5ffb800b04d342d519f01c53f972e9a49eb8baf
pos_train_seq569_hmm_aug002,pos_train_seq569,2,332,332,0,19,0.0572289156626506,0.9427710843373494,1,"7,19,42,94,98,114,130,168,206,219,226,231,245,256,257,264,300,309,311",01797d6ca2b80541d5f9f5282765773664cfef019cd82b80c68e6d5ed52c015c
pos_train_seq570_hmm_aug002,pos_train_seq570,2,456,86,370,3,0.006578947368421052,0.993421052631579,1,"316,318,337",9ae010ec92201070737eea75d4cd8734ab7bdcd7411069631c9e0e311859bc32
pos_train_seq572_hmm_aug002,pos_train_seq572,2,160,157,3,6,0.0375,0.9625,1,"8,40,92,100,104,124",931ee74b5ca1197ff2613f57b6e9f328ce24e6fef56bbfb008c0d0c5e4ff4c03
pos_train_seq573_hmm_aug002,pos_train_seq573,2,265,131,134,4,0.01509433962264151,0.9849056603773585,1,"139,141,201,246",005f19f7cdc66e10c77149d0b80cacfa593d4137b6c0912afe1f7d92ea81ce9b
pos_train_seq574_hmm_aug002,pos_train_seq574,2,392,224,168,8,0.02040816326530612,0.9795918367346939,1,"23,46,89,94,121,133,246,251",a95409beaecfaca27f18319c4fb4d9ec1268c5b866e166406b9e5624d4264774
pos_train_seq576_hmm_aug002,pos_train_seq576,2,443,59,384,5,0.011286681715575621,0.9887133182844243,1,"27,286,295,344,348",9c4144f055757dd61c4b635aa26c0787ddd66941f17c2216e39e98155042b4d2
pos_train_seq577_hmm_aug002,pos_train_seq577,2,281,3,278,1,0.0035587188612099642,0.99644128113879,1,46,bcf433ba1816a5cb1b5b1e02b95b2ecb08fd0dd92cc3a3e7b981ace7966eefce
pos_train_seq579_hmm_aug002,pos_train_seq579,2,175,36,139,1,0.005714285714285714,0.9942857142857143,1,146,6104c5a240d64699bc7a122d8908aad3c84550ec333b77e8e7313d9f690d707b
pos_train_seq580_hmm_aug002,pos_train_seq580,2,501,408,93,25,0.0499001996007984,0.9500998003992016,1,"26,32,33,39,41,42,45,48,65,76,81,117,127,134,176,181,182,333,336,340,346,400,406,436,477",8eb2dcf636eb979e427458ac6d8913f329df16c4a9afa86859e746de9e858f74
pos_train_seq581_hmm_aug002,pos_train_seq581,2,313,155,158,10,0.03194888178913738,0.9680511182108626,1,"12,19,43,63,71,107,111,120,136,155",81c41d8e0549affacba1cc4e297af6c3ccf968e03d752dff2214433992658101
pos_train_seq582_hmm_aug002,pos_train_seq582,2,363,160,203,5,0.013774104683195593,0.9862258953168044,1,"27,172,336,345,353",a574e08badae84dd9c513077dae5c289abb2e92d8572810f431fa445dd46036d
pos_train_seq583_hmm_aug002,pos_train_seq583,2,407,153,254,3,0.007371007371007371,0.9926289926289926,1,"17,175,182",de5d7e412eee42e85f7d11f31ee2bfa2540bd7ef410e03c69044ecee913be333
pos_train_seq584_hmm_aug002,pos_train_seq584,2,133,119,14,6,0.045112781954887216,0.9548872180451128,1,"30,53,75,84,88,121",fe6b9472fef54e8d9babfa94ad5ec91fda602c75f20308010d9977c5fa800bc5
pos_train_seq585_hmm_aug002,pos_train_seq585,2,411,122,289,5,0.012165450121654502,0.9878345498783455,1,"232,252,305,331,355",0f082ec9171aecb16060a2faf9ebce879b61add2e9990adf3fdd9833bc6dc173
pos_train_seq587_hmm_aug002,pos_train_seq587,2,163,75,88,5,0.03067484662576687,0.9693251533742331,1,"16,26,40,49,81",20a91f4f1fe51eb0374feaf9fc2676f53bf49ef6f44b986bdc360ff3207c3d4d
pos_train_seq591_hmm_aug002,pos_train_seq591,2,444,254,190,12,0.02702702702702703,0.972972972972973,1,"189,222,224,243,267,300,307,347,354,385,416,430",0f7002a1255c8be10e22536e6769b116d4f2f7fe71a0242deda9ee5a09723a20
pos_train_seq0_hmm_aug003,pos_train_seq0,3,496,354,142,16,0.03225806451612903,0.967741935483871,1,"97,114,124,137,139,166,186,265,285,318,331,417,428,430,434,437",8597c9b106887ba1a87b13324adbf1fd01b106e3815b539424119401cee9bfbd
pos_train_seq1_hmm_aug003,pos_train_seq1,3,231,231,0,8,0.03463203463203463,0.9653679653679653,1,"14,52,119,138,180,182,198,218",999ff7b5df02299e909c7534c3acc207f3203081e9648accce361215ebaf8425
pos_train_seq2_hmm_aug003,pos_train_seq2,3,163,78,85,5,0.03067484662576687,0.9693251533742331,1,"10,25,29,81,87",613fff9c508fb6c1c0642c35a559707bad0c321cae9af1f56a1b87f297aea2fe
pos_train_seq3_hmm_aug003,pos_train_seq3,3,157,120,37,9,0.05732484076433121,0.9426751592356688,1,"24,64,99,112,133,134,138,146,147",70fa416eb044f1d5986f8feefcd66f59d0786380f67b6a81bd4ce557f9c490f2
pos_train_seq7_hmm_aug003,pos_train_seq7,3,480,148,332,12,0.025,0.975,1,"105,108,132,137,144,147,204,285,351,353,377,383",16b5167e54b5d4f265f5bd870f7b4b6e8ec323ec0072c678ddbe43b843b2d3a5
pos_train_seq8_hmm_aug003,pos_train_seq8,3,180,1,179,1,0.005555555555555556,0.9944444444444445,1,97,a6c1e8768ba43c3f8dc1a37ab085caf88b2b48d661351964705325bb4e99046e
pos_train_seq10_hmm_aug003,pos_train_seq10,3,474,318,156,12,0.02531645569620253,0.9746835443037974,1,"24,33,69,102,129,139,152,159,175,207,209,265",9f7d2c6604bf483a403d0992d860cf97cb1210481d78ed7edebda88e6b088b2a
pos_train_seq11_hmm_aug003,pos_train_seq11,3,378,159,219,9,0.023809523809523808,0.9761904761904762,1,"69,117,136,138,161,169,174,186,187",8ca75450e2559cf803aba836815cf1b9111c9ce65df0354d44648fc93d12b96f
pos_train_seq12_hmm_aug003,pos_train_seq12,3,359,6,353,1,0.002785515320334262,0.9972144846796658,1,180,5dca20fa80aacab25ee25636aee41f0928f98d3f7f911b2628a8fe3989c046d0
pos_train_seq14_hmm_aug003,pos_train_seq14,3,501,305,196,11,0.021956087824351298,0.9780439121756487,1,"61,81,86,101,151,152,179,195,240,300,336",ccc41981a8a60c7e8acf67580ed73e1720a3a6c8952e6217ac964d51e505cb71
pos_train_seq16_hmm_aug003,pos_train_seq16,3,461,210,251,13,0.028199566160520606,0.9718004338394794,1,"6,10,49,58,82,91,128,135,154,410,418,423,425",91823072441a1db6932489be8265bd3072ab8fbb52716ae0ba075490247ec253
pos_train_seq17_hmm_aug003,pos_train_seq17,3,280,124,156,6,0.02142857142857143,0.9785714285714285,1,"33,62,65,81,237,241",fb813a06ed64efc65c5f2d481c45b5696c91a41abc71fa2ee4c725684f6f8c01
pos_train_seq18_hmm_aug003,pos_train_seq18,3,184,171,13,11,0.059782608695652176,0.9402173913043478,1,"26,30,46,73,77,99,102,104,131,148,169",f1607a75f30010f24b3bcbf41b73885fa0867c605e2e70afc2ee8e9a4ad20164
pos_train_seq19_hmm_aug003,pos_train_seq19,3,501,305,196,17,0.033932135728542916,0.9660678642714571,1,"22,88,91,114,160,171,176,177,182,217,220,230,246,281,322,336,356",356c5413a3bf8ea607f8d5aa6d2aa0079263ed91f32f10e4d0932438225c232d
pos_train_seq24_hmm_aug003,pos_train_seq24,3,165,4,161,1,0.006060606060606061,0.9939393939393939,1,155,b8eaec6b0b8698b39012f51ba4ca931933387e30ec672af954a37ba578bb3fea
pos_train_seq25_hmm_aug003,pos_train_seq25,3,198,190,8,10,0.050505050505050504,0.9494949494949495,1,"25,70,88,98,103,139,153,177,192,193",1406f0e77066c9b4c30984c9dc6610a6c597d52606d8a217dcd2b9a42f393d07
pos_train_seq28_hmm_aug003,pos_train_seq28,3,391,312,79,12,0.030690537084398978,0.969309462915601,1,"32,39,44,53,104,134,140,246,247,272,294,308",e71b8d63cda6321b84858a959b8e25bb3a8334efecca6eb64aa2b61efbd73dc9
pos_train_seq29_hmm_aug003,pos_train_seq29,3,267,135,132,8,0.0299625468164794,0.9700374531835206,1,"22,88,106,116,123,137,158,162",7f78288ffa16fbd084d6e0ebd8433e8498e5d686cd078f2823568b38a6dabfff
pos_train_seq31_hmm_aug003,pos_train_seq31,3,388,18,370,2,0.005154639175257732,0.9948453608247423,1,"363,373",0794c9f69c02a94a574928c7aa9b90225e2e9846a02f7160d5e23db2022262f9
pos_train_seq32_hmm_aug003,pos_train_seq32,3,240,131,109,8,0.03333333333333333,0.9666666666666667,1,"86,102,105,149,166,184,198,212",38af0971a7d6cd7de53cba9b61e6b79549cbac479fdb66f816560fefe13bb4b9
pos_train_seq33_hmm_aug003,pos_train_seq33,3,495,493,2,31,0.06262626262626263,0.9373737373737374,1,"23,26,61,93,94,105,108,126,136,167,181,183,193,212,229,243,267,272,309,326,335,347,411,416,433,439,444,452,472,493,494",77344259aec7bba75aa4d746c770a18968b61d228c5a9004a1afe73bfe8b64c2
pos_train_seq34_hmm_aug003,pos_train_seq34,3,357,189,168,7,0.0196078431372549,0.9803921568627451,1,"26,36,51,76,266,285,340",e95832536b342f8e325490fbfa76d536ac14804d57d5316f080f88c31fbbad25
pos_train_seq35_hmm_aug003,pos_train_seq35,3,214,135,79,5,0.02336448598130841,0.9766355140186916,1,"74,84,145,152,184",335d4aba830274ea37c49f50667419b67e06b04a909d3159a3113ff96c21050b
pos_train_seq36_hmm_aug003,pos_train_seq36,3,412,405,7,23,0.055825242718446605,0.9441747572815534,1,"37,70,83,86,100,122,139,162,164,178,200,211,230,236,279,280,283,305,311,315,346,374,399",e1e523fa3f844ec5374766c813b8e26a8118830c97ffd06faa05ba8fc93bcd01
pos_train_seq37_hmm_aug003,pos_train_seq37,3,213,94,119,2,0.009389671361502348,0.9906103286384976,1,"49,189",f1402de16c2b9f18728d07f95a236ec77c89832676c87d3b934a34e5ee4386a9
pos_train_seq38_hmm_aug003,pos_train_seq38,3,352,148,204,6,0.017045454545454544,0.9829545454545454,1,"150,152,180,194,242,250",f8845c83a934fcb6d96ebccc0d4d69ac22ae37d0f2f8b50d7d4c37c1bd2a3b21
pos_train_seq39_hmm_aug003,pos_train_seq39,3,328,108,220,4,0.012195121951219513,0.9878048780487805,1,"95,129,276,319",304e5af4153d993b621a6c53b110136e9d94e94dafb328ddce9459d3c4c2d42d
pos_train_seq42_hmm_aug003,pos_train_seq42,3,387,240,147,10,0.025839793281653745,0.9741602067183462,1,"16,38,64,116,129,137,158,176,182,194",0b60c735baf0ea72dad9c764d3efa9940cebb530859b3ef7d9b9f83e75dc2c26
pos_train_seq44_hmm_aug003,pos_train_seq44,3,452,227,225,10,0.022123893805309734,0.9778761061946902,1,"254,278,309,311,385,387,414,432,442,450",61ab24b1ac06428810908e378c7ab05a4f7ebee483e826e808a25923762dd177
pos_train_seq45_hmm_aug003,pos_train_seq45,3,429,252,177,14,0.03263403263403263,0.9673659673659674,1,"20,29,34,35,36,39,178,189,205,207,209,278,293,328",9960cb61a8e5ccdf276600ff061cd4824e715d7d2f5057237adae08319d84c36
pos_train_seq46_hmm_aug003,pos_train_seq46,3,392,47,345,1,0.002551020408163265,0.9974489795918368,1,71,6436c98b2abe6fcd695b9f84628ea8161249ace5ca55848a9d89ab4804007e7c
pos_train_seq47_hmm_aug003,pos_train_seq47,3,127,126,1,9,0.07086614173228346,0.9291338582677166,1,"16,28,73,75,84,103,112,119,126",cb6c23f3298d5c494b81fb8e8053e8db77522551636e328872ebbbc819328789
pos_train_seq50_hmm_aug003,pos_train_seq50,3,343,145,198,7,0.02040816326530612,0.9795918367346939,1,"197,213,231,267,270,302,309",f444edc1d1d83cc334790eef14700bcccadd272c9ec3fc305173f25b48547b02
pos_train_seq51_hmm_aug003,pos_train_seq51,3,401,12,389,1,0.0024937655860349127,0.9975062344139651,1,313,57c3f23fd318b6793ab665f6aa3c0ce73c106019ba86588a7ef7ee02d736f83a
pos_train_seq52_hmm_aug003,pos_train_seq52,3,175,37,138,3,0.017142857142857144,0.9828571428571429,1,"140,156,160",aaa4e5ac22d4fd533fe60bba643e4fe71adacf46c559f90da67193c3b4a8ac78
pos_train_seq54_hmm_aug003,pos_train_seq54,3,376,282,94,18,0.047872340425531915,0.9521276595744681,1,"13,20,49,65,118,233,244,259,266,269,284,289,307,314,365,368,375,376",54211641a0dfc9be9a17208c62e4d7fc38799b3c50a63815a8433b8018e5d015
pos_train_seq55_hmm_aug003,pos_train_seq55,3,393,186,207,8,0.020356234096692113,0.9796437659033079,1,"116,129,164,166,178,193,198,279",6fbb1b9fd09dabbce8154e3c75b932c48d296df0929fbb79cfd63e7afcb9a0dd
pos_train_seq57_hmm_aug003,pos_train_seq57,3,246,35,211,1,0.0040650406504065045,0.9959349593495935,1,208,9e265bad01f71078ee088ff54b33554e2613c8a9fcf378bc1da72cb8f808cdab
pos_train_seq59_hmm_aug003,pos_train_seq59,3,185,137,48,7,0.03783783783783784,0.9621621621621621,1,"99,141,142,143,146,169,178",5b092643dd59048f1ac0062f6721ca77f08ae58c357ae563b132d4cd928254e0
pos_train_seq60_hmm_aug003,pos_train_seq60,3,341,304,37,17,0.04985337243401759,0.9501466275659824,1,"3,5,12,32,41,77,162,180,186,191,202,211,237,248,255,282,293",f331edb1a418069b7a81212f945370e50948b6db7d2faa3bf1fbcaf5fb2131db
pos_train_seq65_hmm_aug003,pos_train_seq65,3,341,271,70,17,0.04985337243401759,0.9501466275659824,1,"78,90,97,112,125,136,137,160,162,172,196,201,265,299,308,316,319",3c73a78ddfb1fd8d3a3998258d23381262426dbf95a0acfa327955e0285fe2fe
pos_train_seq66_hmm_aug003,pos_train_seq66,3,481,468,13,32,0.06652806652806653,0.9334719334719335,1,"43,48,65,66,69,86,92,96,121,136,182,215,226,243,244,247,296,311,325,347,362,367,369,392,397,420,428,431,455,464,468,477",ba74829a5c98f0d4d1d20ecd64d9dbbdc8d01faf62623e44748f270fa1b66504
pos_train_seq67_hmm_aug003,pos_train_seq67,3,326,314,12,11,0.03374233128834356,0.9662576687116564,1,"37,65,154,160,171,202,204,213,231,250,255",c9551b9853ec374cc36f6daf62fb45ab28512ede90c538163fdc58b03b885422
pos_train_seq68_hmm_aug003,pos_train_seq68,3,341,228,113,12,0.03519061583577713,0.9648093841642229,1,"51,68,71,91,98,100,116,255,287,296,305,340",10486860c7ba6839c714d9e8ca0b526d7cacc11f86320466f73a0fedeeb867d3
pos_train_seq69_hmm_aug003,pos_train_seq69,3,394,379,15,22,0.05583756345177665,0.9441624365482233,1,"43,61,64,88,99,106,140,142,148,176,179,226,229,260,268,274,275,282,288,352,389,393",d4a1455241b48846e5fe425d1a02308c755f2861ebdb6beb5062c6e9d50ba561
pos_train_seq70_hmm_aug003,pos_train_seq70,3,130,78,52,5,0.038461538461538464,0.9615384615384616,1,"43,58,73,92,109",bf850b90fc6c140604df34d2bc78a104f7685c4a41e4e5798adda1295d1e9a46
pos_train_seq73_hmm_aug003,pos_train_seq73,3,201,191,10,6,0.029850746268656716,0.9701492537313433,1,"26,99,127,145,153,190",4b13037902853305726344fbef7654bbebb3ac4989f34917ede28ffc799f24db
pos_train_seq75_hmm_aug003,pos_train_seq75,3,501,173,328,6,0.011976047904191617,0.9880239520958084,1,"24,38,57,72,122,127",f58e77c76d37f9c80a413d7d1b601df949df1cf25bd0cb454511bd94ecad43d6
pos_train_seq76_hmm_aug003,pos_train_seq76,3,183,123,60,10,0.0546448087431694,0.9453551912568307,1,"36,53,60,81,96,104,114,124,146,153",ee6d1181ef7f313ef7f2e5b89caf7d37f5bab03cba9247ca9d8321a94811bc27
pos_train_seq79_hmm_aug003,pos_train_seq79,3,178,157,21,5,0.028089887640449437,0.9719101123595506,1,"33,76,88,94,173",01558b4cb1352515997b54af8e92ca12227cff61ac983707eb08338bee074396
pos_train_seq80_hmm_aug003,pos_train_seq80,3,427,281,146,18,0.04215456674473068,0.9578454332552693,1,"136,157,164,178,200,227,229,250,257,259,269,291,297,380,385,388,408,422",6b3dc6cbd724e88365cd58ddb7a9bca83d9a2490b107d950181203201e28e46e
pos_train_seq82_hmm_aug003,pos_train_seq82,3,479,466,13,23,0.04801670146137787,0.9519832985386222,1,"19,49,109,156,166,172,177,191,195,198,203,204,207,226,232,331,353,374,405,423,431,458,467",ee31436b8df9276bc9a8db0aeb75000403f709f27e03d8358c60cab2fbb80afe
pos_train_seq86_hmm_aug003,pos_train_seq86,3,377,318,59,20,0.05305039787798409,0.946949602122016,1,"34,42,110,116,148,175,182,183,197,223,237,242,280,289,291,292,300,311,346,377",8c5d6ab56c29874cbfee48c7e4c413b8e2e7eb8576954fc50e741199459c94d6
pos_train_seq87_hmm_aug003,pos_train_seq87,3,321,199,122,11,0.03426791277258567,0.9657320872274143,1,"96,118,129,130,136,165,177,226,236,246,277",9bba1e79ea4aee66555bf6e20ba9f265f207900c6a29f143917dc7bfdd170daf
pos_train_seq89_hmm_aug003,pos_train_seq89,3,493,325,168,17,0.034482758620689655,0.9655172413793104,1,"62,112,144,186,210,236,243,260,267,274,302,308,333,343,358,363,369",38593d5ab99dc92e4cdc051b26b4e0dba829773ec70e3ffc41a481032a841fd9
pos_train_seq90_hmm_aug003,pos_train_seq90,3,435,229,206,11,0.02528735632183908,0.9747126436781609,1,"122,222,224,228,279,303,320,326,377,398,424",fafd7cd1a54e53f36175cb4dae233a6bea4c47f2014e1124e4325914d4d518cc
pos_train_seq91_hmm_aug003,pos_train_seq91,3,472,313,159,17,0.036016949152542374,0.9639830508474576,1,"12,13,32,33,60,61,70,102,143,159,165,172,295,321,323,338,357",0c1c34f2644e2cd599400cdfa7eef6d3a25f416121913efa2c92145d6b63ec98
pos_train_seq93_hmm_aug003,pos_train_seq93,3,316,127,189,9,0.028481012658227847,0.9715189873417721,1,"17,68,88,97,106,109,134,153,161",97d08986f4f4cda3ddfe546a9f953b2af63cb188f60a96b685f68e0724a6235b
pos_train_seq94_hmm_aug003,pos_train_seq94,3,422,246,176,8,0.018957345971563982,0.981042654028436,1,"42,62,96,161,167,174,195,356",63bdcaabbc04193f4c3c2d4b734adcbc1c9f3e5fb2ae2d4cd8922bb3a4635a05
pos_train_seq95_hmm_aug003,pos_train_seq95,3,341,168,173,11,0.03225806451612903,0.967741935483871,1,"5,33,39,41,49,113,134,135,144,160,166",09412270577c1e9f6ad2d3ddd52a1df48e0eb0c250315fda43de7d82c22849dc
pos_train_seq96_hmm_aug003,pos_train_seq96,3,336,214,122,6,0.017857142857142856,0.9821428571428571,1,"98,100,102,130,268,291",fea3fd35439b4f7ca9b230095a973f7adc89b3043b406acbe1ec02fd9fd3c757
pos_train_seq97_hmm_aug003,pos_train_seq97,3,191,117,74,3,0.015706806282722512,0.9842931937172775,1,"136,165,169",72ac1752956ad1457ed505bae3273354a8fb27d9863a5291f22c9186a32429a0
pos_train_seq98_hmm_aug003,pos_train_seq98,3,178,107,71,3,0.016853932584269662,0.9831460674157303,1,"123,128,175",319491d4d59204e0a5074a8f153958c68825077db322b980fe6d05a299746a7c
pos_train_seq99_hmm_aug003,pos_train_seq99,3,125,114,11,8,0.064,0.9359999999999999,1,"21,44,54,64,67,68,80,87",03d261c2a60d1f802d0d47205abf2f5b953010ab38aae3985cde66c9ca7ea777
pos_train_seq101_hmm_aug003,pos_train_seq101,3,297,210,87,14,0.04713804713804714,0.9528619528619529,1,"43,46,70,96,116,155,166,169,186,189,200,210,230,243",3b5a33aff4c46815530a7934d4b8ff855446ba14e1e1cfec3b93d7cf01dd7648
pos_train_seq103_hmm_aug003,pos_train_seq103,3,426,256,170,17,0.03990610328638498,0.960093896713615,1,"15,30,54,57,78,90,97,123,161,166,182,200,201,224,234,392,395",9bbc7f904156b1fd6aceb48c6a1d4be060e93243ba7a3ca4fb3f4888e296ad39
pos_train_seq104_hmm_aug003,pos_train_seq104,3,332,326,6,15,0.045180722891566265,0.9548192771084337,1,"7,70,76,107,120,172,177,179,209,253,266,305,313,325,327",d4dcdf3ba5431e152ba67234d50a6987341a6e68cfdd2caf38f085fbfa8a87c5
pos_train_seq105_hmm_aug003,pos_train_seq105,3,380,78,302,3,0.007894736842105263,0.9921052631578947,1,"297,298,364",4dac3c936b9d98da043390f8fb73fd831c79f1007dc7b1dbe7ca7c15be019a61
pos_train_seq106_hmm_aug003,pos_train_seq106,3,320,156,164,6,0.01875,0.98125,1,"37,62,72,99,172,181",d51b69e05545555dc96877faacc22bb034e0e58b9f86fc00c48398f39236b556
pos_train_seq107_hmm_aug003,pos_train_seq107,3,219,162,57,11,0.0502283105022831,0.9497716894977168,1,"17,37,48,57,86,117,120,134,142,149,157",6aa820975a03f4ec13218705ab2d0b4659ac1f3f922dcd50db5b39c82ffeb061
pos_train_seq108_hmm_aug003,pos_train_seq108,3,189,181,8,12,0.06349206349206349,0.9365079365079365,1,"39,59,66,79,96,98,116,139,161,165,174,189",ad8d2d2d6d5743da3b498bfc44be9c8176be444d227e6d60cfaab295b80ff8ab
pos_train_seq109_hmm_aug003,pos_train_seq109,3,244,75,169,6,0.02459016393442623,0.9754098360655737,1,"73,87,120,121,125,136",531d44aab14193bc534d3081ec40eee73d82bee264004fad54bc69c1ea483076
pos_train_seq112_hmm_aug003,pos_train_seq112,3,194,36,158,1,0.005154639175257732,0.9948453608247423,1,56,3b59f8ea0f6fb8703bfb249571e7de4bc41ad9db76683fcf93d30929599aa1f4
pos_train_seq113_hmm_aug003,pos_train_seq113,3,427,344,83,18,0.04215456674473068,0.9578454332552693,1,"20,24,26,56,75,102,202,238,250,271,322,334,338,367,373,377,378,417",1cb8c9892b6ba34f34c70f151fde8f4a9a3914247fc38b1a8191c309a4307d2f
