sample_id,length,folded_residue_count,disordered_residue_count,folded_fraction,eligible_for_augmentation
pos_train_seq576,443,59,384,0.13318284424379231,1
pos_train_seq577,281,3,278,0.010676156583629894,1
pos_train_seq578,224,0,224,0.0,0
pos_train_seq579,175,36,139,0.2057142857142857,1
pos_train_seq580,501,408,93,0.8143712574850299,1
pos_train_seq581,313,155,158,0.4952076677316294,1
pos_train_seq582,363,160,203,0.44077134986225897,1
pos_train_seq583,407,153,254,0.3759213759213759,1
pos_train_seq584,133,119,14,0.8947368421052632,1
pos_train_seq585,411,122,289,0.29683698296836986,1
pos_train_seq586,320,0,320,0.0,0
pos_train_seq587,163,75,88,0.4601226993865031,1
pos_train_seq588,150,0,150,0.0,0
pos_train_seq589,165,0,165,0.0,0
pos_train_seq590,236,0,236,0.0,0
pos_train_seq591,444,254,190,0.5720720720720721,1
pos_train_seq592,45,0,45,0.0,0
